,Highest Offense Description,Family Violence,Occurred Date,Location Type,Zip Code,Latitude,Longitude
114911,FAMILY DISTURBANCE,N,2020-11-20,RESIDENCE / HOME,78753,30.39438783,-97.67065387
114915,FAMILY DISTURBANCE,N,2021-03-07,RESIDENCE / HOME,78744,30.18415581,-97.76112884
114931,BURGLARY OF VEHICLE,N,2020-02-08,RESIDENCE / HOME,78701,30.26388102,-97.74537442
114932,BURGLARY OF VEHICLE,N,2019-05-10,RESIDENCE / HOME,78731,30.3563326,-97.75091119
114950,THEFT,N,2020-03-11,DEPARTMENT / DISCOUNT STORE,78613,30.4705168,-97.80651783
114972,FAMILY DISTURBANCE,N,2019-11-16,RESIDENCE / HOME,78723,30.31702008,-97.70333336
114975,CRIMINAL MISCHIEF,N,2020-07-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.37694816,-97.6755891
114981,CRIMINAL MISCHIEF,N,2021-05-21,RESIDENCE / HOME,78704,30.25530543,-97.7642295
115003,FAMILY DISTURBANCE,N,2021-08-16,RESIDENCE / HOME,78759,30.41069227,-97.71678672
115028,BURGLARY OF VEHICLE,N,2021-08-02,COMMERCIAL / OFFICE BUILDING,78664,30.46971948,-97.67017213
115032,CRIMINAL MISCHIEF,N,2019-08-11,HOTEL / MOTEL / ETC.,78744,30.21463049,-97.75080439
115045,THEFT,N,2019-04-14,SERVICE/ GAS STATION,78729,30.44091106,-97.77369229
115048,BURGLARY OF VEHICLE,N,2019-09-21,RESIDENCE / HOME,78702,30.25199839,-97.72564896
115066,BURGLARY OF VEHICLE,N,2020-03-15,RESIDENCE / HOME,78751,30.30470965,-97.74142043
115115,FAMILY DISTURBANCE,N,2021-12-16,RESIDENCE / HOME,78723,30.2925906,-97.70638239
115119,BURGLARY OF VEHICLE,N,2019-03-05,RESIDENCE / HOME,78744,30.17364438,-97.75908838
115129,FAMILY DISTURBANCE,N,2021-11-08,RESIDENCE / HOME,78759,30.40363228,-97.7481402
115187,THEFT,N,2019-10-07,RESIDENCE / HOME,78745,30.2043469,-97.82902978
115194,CRIMINAL MISCHIEF,N,2019-02-14,RENTAL STORAGE FACILITY,78704,30.2253837,-97.75214159
115243,FAMILY DISTURBANCE,N,2021-11-07,RESIDENCE / HOME,78727,30.42780091,-97.68027738
115268,BURGLARY OF VEHICLE,N,2019-09-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78729,30.44134317,-97.76475814
115272,FAMILY DISTURBANCE,N,2019-01-10,RESIDENCE / HOME,78759,30.36705493,-97.74225695
115301,CRIMINAL MISCHIEF,N,2020-03-16,RESIDENCE / HOME,78723,30.30755468,-97.67805181
115335,FAMILY DISTURBANCE,N,2019-03-03,RESIDENCE / HOME,78748,30.16998763,-97.83634244
115360,THEFT,N,2021-03-04,RESIDENCE / HOME,78758,30.39917159,-97.72356881
115377,THEFT,N,2020-12-09,OTHER / UNKNOWN,78701,30.26845394,-97.74220053
115397,THEFT,N,2021-11-17,DEPARTMENT / DISCOUNT STORE,78746,30.25788603,-97.80700704
115420,FAMILY DISTURBANCE,N,2019-02-01,HOTEL / MOTEL / ETC.,78753,30.34430294,-97.69766805
115484,FAMILY DISTURBANCE,N,2021-09-14,RESIDENCE / HOME,78748,30.14316618,-97.79949622
115499,THEFT,N,2021-10-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.2964477,-97.74387361
115502,FAMILY DISTURBANCE,N,2021-10-30,RESIDENCE / HOME,78754,30.40514245,-97.64220521
115511,THEFT,N,2019-01-08,DEPARTMENT / DISCOUNT STORE,78753,30.42259804,-97.67022684
115553,BURGLARY OF VEHICLE,N,2019-02-02,SPECIALTY  STORE,78748,30.16431985,-97.78791761
115592,FAMILY DISTURBANCE,N,2021-03-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.28496223,-97.67045577
115618,CRIMINAL MISCHIEF,N,2020-07-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.23589619,-97.74495555
115638,FAMILY DISTURBANCE,N,2020-06-11,RESIDENCE / HOME,78704,30.2253837,-97.75214159
115650,THEFT,N,2020-07-02,SERVICE/ GAS STATION,78745,30.22250974,-97.76487063
115665,FAMILY DISTURBANCE,N,2019-05-09,RESIDENCE / HOME,78758,30.37025069,-97.71718296
115700,CRIMINAL MISCHIEF,N,2020-09-16,OTHER / UNKNOWN,78705,30.28395829,-97.7460467
115713,BURGLARY OF VEHICLE,N,2020-07-14,RESIDENCE / HOME,78705,30.28498534,-97.74596846
115729,BURGLARY OF VEHICLE,N,2019-05-07,PARKING /DROP LOT/ GARAGE,78759,30.38514788,-97.73850323
115745,FAMILY DISTURBANCE,N,2019-05-24,RESIDENCE / HOME,78745,30.19791491,-97.78033282
115746,BURGLARY OF VEHICLE,N,2020-05-15,RESIDENCE / HOME,78758,30.37169526,-97.71357533
115749,CRIMINAL MISCHIEF,N,2021-05-28,PARKING /DROP LOT/ GARAGE,78701,30.27780489,-97.74518492
115762,CRIMINAL MISCHIEF,N,2019-06-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.17467695,-97.80482357
115791,THEFT,N,2019-07-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26070309,-97.73837532
115803,THEFT,N,2019-08-09,CONVENIENCE STORE,78758,30.39158491,-97.72121388
115812,BURGLARY OF VEHICLE,N,2019-01-09,PARKING /DROP LOT/ GARAGE,78717,30.48940343,-97.77319761
115815,FAMILY DISTURBANCE,N,2021-09-27,RESIDENCE / HOME,78741,30.2316152,-97.73645832
115845,FAMILY DISTURBANCE,N,2020-03-29,RESIDENCE / HOME,78759,30.40363228,-97.7481402
115902,THEFT,N,2021-09-06,RESIDENCE / HOME,78722,30.29240792,-97.71950843
115920,FAMILY DISTURBANCE,N,2019-01-23,RESIDENCE / HOME,78754,30.33001137,-97.67817568
115946,CRIMINAL MISCHIEF,N,2019-05-08,RESIDENCE / HOME,78758,30.37771479,-97.70263919
115956,THEFT,N,2021-06-07,RESTAURANT,78751,30.30046387,-97.71965158
115998,CRIMINAL MISCHIEF,N,2021-06-20,RESIDENCE / HOME,78744,30.17162482,-97.78281577
115999,CRIMINAL MISCHIEF,N,2020-07-08,PARKING /DROP LOT/ GARAGE,78753,30.39785078,-97.66153467
116012,THEFT,N,2021-03-15,RESIDENCE / HOME,78739,30.19140022,-97.89551748
116027,FAMILY DISTURBANCE,N,2020-03-21,HOTEL / MOTEL / ETC.,78757,30.33506287,-97.72111131
116084,FAMILY DISTURBANCE,N,2019-12-10,RESIDENCE / HOME,78753,30.36929434,-97.68958822
116086,THEFT,N,2020-02-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26602691,-97.74540561
116104,FAMILY DISTURBANCE,N,2020-10-15,RESIDENCE / HOME,78758,30.40181568,-97.7047547
116142,CRIMINAL MISCHIEF,N,2019-06-24,PARKING /DROP LOT/ GARAGE,78756,30.31748072,-97.74052895
116176,THEFT,N,2019-06-19,RESIDENCE / HOME,78735,30.24911365,-97.89217561
116206,THEFT,N,2020-05-15,SERVICE/ GAS STATION,78744,30.1683339,-97.78259876
116207,CRIMINAL MISCHIEF,N,2021-04-20,RESIDENCE / HOME,78741,30.22771827,-97.70117264
116209,CRIMINAL MISCHIEF,N,2020-09-21,RESIDENCE / HOME,78741,30.22771827,-97.70117264
116238,THEFT,N,2020-04-01,RESIDENCE / HOME,78741,30.22484581,-97.72059573
116278,THEFT,N,2019-07-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26557556,-97.73424895
116321,FAMILY DISTURBANCE,N,2020-01-01,RESIDENCE / HOME,78704,30.23398057,-97.78964172
116355,FAMILY DISTURBANCE,N,2019-08-09,RESIDENCE / HOME,78741,30.22899126,-97.72062928
116358,THEFT,N,2020-11-03,RESIDENCE / HOME,78758,30.36375899,-97.70007335
116424,THEFT,N,2021-06-05,DEPARTMENT / DISCOUNT STORE,78741,30.22671474,-97.70628016
116445,BURGLARY OF VEHICLE,N,2019-12-07,RESTAURANT,78701,30.2648492,-97.74115982
116457,FAMILY DISTURBANCE,N,2020-02-23,RESIDENCE / HOME,78744,30.19489495,-97.735343
116466,CRIMINAL MISCHIEF,N,2019-10-07,OTHER / UNKNOWN,78753,30.34719351,-97.69472235
116552,FAMILY DISTURBANCE,N,2021-02-19,RESIDENCE / HOME,78748,30.18153143,-97.84472427
116563,CRIMINAL MISCHIEF,N,2019-04-16,PARKING /DROP LOT/ GARAGE,78759,30.41306523,-97.74796656
116564,FAMILY DISTURBANCE,N,2021-07-15,HOTEL / MOTEL / ETC.,78753,30.33802276,-97.69507465
116571,BURGLARY OF VEHICLE,N,2019-04-12,PARKING /DROP LOT/ GARAGE,78704,30.23424542,-97.79259308
116578,THEFT,N,2019-07-27,RESIDENCE / HOME,78748,30.19320783,-97.83929143
116582,CRIMINAL MISCHIEF,N,2020-11-07,OTHER / UNKNOWN,78758,30.35791759,-97.71486928
116597,CRIMINAL MISCHIEF,N,2020-06-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27209991,-97.74991657
116608,BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78753,30.37777243,-97.65887439
116624,THEFT,N,2019-01-27,BAR / NIGHTCLUB,78701,30.26714913,-97.7383383
116635,BURGLARY OF VEHICLE,N,2020-02-12,RESIDENCE / HOME,78751,30.31469541,-97.73635592
116656,THEFT,N,2020-04-24,SPECIALTY  STORE,78753,30.36854931,-97.69307549
116750,CRIMINAL MISCHIEF,N,2020-12-08,PARKING /DROP LOT/ GARAGE,78758,30.36417602,-97.69694417
116773,BURGLARY OF VEHICLE,N,2021-10-10,RESIDENCE / HOME,78752,30.3244908,-97.68333369
116872,CRIMINAL MISCHIEF,N,2020-08-12,PARKING /DROP LOT/ GARAGE,78753,30.36652906,-97.69300392
116904,THEFT,N,2021-09-24,DEPARTMENT / DISCOUNT STORE,78723,30.30635266,-97.70916489
116929,FAMILY DISTURBANCE,N,2020-05-10,RESIDENCE / HOME,78702,30.25992461,-97.72617626
117026,CRIMINAL MISCHIEF,N,2019-11-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.1897435,-97.73520291
117043,THEFT,N,2020-07-08,RESIDENCE / HOME,78753,30.35336193,-97.70285621
117079,FAMILY DISTURBANCE,N,2021-09-30,RESIDENCE / HOME,78758,30.36873798,-97.7150259
117094,THEFT,N,2019-09-29,RESIDENCE / HOME,78751,30.31770458,-97.71797041
117103,CRIMINAL MISCHIEF,N,2019-05-31,PARKING /DROP LOT/ GARAGE,78758,30.37310385,-97.71440302
117127,CRIMINAL MISCHIEF,N,2021-12-25,PARKING /DROP LOT/ GARAGE,78702,30.27288397,-97.69859762
117133,CRIMINAL MISCHIEF,N,2020-06-09,RESIDENCE / HOME,78741,30.24412193,-97.69184626
117167,THEFT,N,2020-02-15,RESIDENCE / HOME,78752,30.33483251,-97.69642068
117215,BURGLARY OF VEHICLE,N,2019-07-11,PARK / PLAYGROUND,78750,30.37775164,-97.77876289
117220,THEFT,N,2021-03-13,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.23158773,-97.69460894
117223,BURGLARY OF VEHICLE,N,2019-01-05,RESIDENCE / HOME,78745,30.20243913,-97.79818857
117296,CRIMINAL MISCHIEF,N,2019-12-02,RESIDENCE / HOME,78702,30.27054719,-97.71973276
117304,BURGLARY OF VEHICLE,N,2021-06-02,OTHER / UNKNOWN,78717,30.49574403,-97.78251257
117306,FAMILY DISTURBANCE,N,2020-11-08,RESIDENCE / HOME,78731,30.34589433,-97.75278885
117316,FAMILY DISTURBANCE,N,2019-05-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.39028552,-97.67376525
117317,BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78727,30.42053168,-97.74315516
117322,CRIMINAL MISCHIEF,N,2020-05-15,RESIDENCE / HOME,78744,30.19754354,-97.76081673
117337,THEFT,N,2019-07-17,RESIDENCE / HOME,78758,30.39837174,-97.72156621
117349,THEFT,N,2019-06-30,BAR / NIGHTCLUB,78701,30.26678659,-97.73917819
117358,BURGLARY OF VEHICLE,N,2019-03-30,RESIDENCE / HOME,78749,30.22791423,-97.84923633
117484,BURGLARY OF VEHICLE,N,2020-01-13,PARKING /DROP LOT/ GARAGE,78759,30.4006337,-97.73748042
117563,FAMILY DISTURBANCE,N,2019-10-15,PARKING /DROP LOT/ GARAGE,78729,30.46793555,-97.79250733
117585,THEFT,N,2021-09-01,RESIDENCE / HOME,78758,30.37045881,-97.70650702
117648,BURGLARY OF VEHICLE,N,2020-02-02,RESIDENCE / HOME,78749,30.23191296,-97.86973334
117652,THEFT,N,2021-12-10,PARK / PLAYGROUND,78741,30.24834871,-97.71392178
117696,FAMILY DISTURBANCE,N,2020-05-18,RESIDENCE / HOME,78747,30.14840317,-97.79327664
117722,CRIMINAL MISCHIEF,N,2019-06-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.38711304,-97.6486156
117723,CRIMINAL MISCHIEF,N,2019-10-17,RESIDENCE / HOME,78741,30.23205261,-97.72860737
117726,CRIMINAL MISCHIEF,N,2019-11-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.37839005,-97.66713987
117742,BURGLARY OF VEHICLE,N,2019-11-14,PARKING /DROP LOT/ GARAGE,78752,30.32535265,-97.70757653
117751,THEFT,N,2019-05-29,GROCERY / SUPERMARKET,78749,30.23426728,-97.82622364
117809,BURGLARY OF VEHICLE,N,2020-06-11,PARKING /DROP LOT/ GARAGE,78703,30.31394318,-97.77031441
117824,BURGLARY OF VEHICLE,N,2020-01-26,PARKING /DROP LOT/ GARAGE,78758,30.39438023,-97.72017999
117851,BURGLARY OF VEHICLE,N,2019-04-03,PARKING /DROP LOT/ GARAGE,78759,30.38806936,-97.73771715
117854,BURGLARY OF VEHICLE,N,2021-10-11,RESIDENCE / HOME,78759,30.40261778,-97.77753923
117885,BURGLARY OF VEHICLE,N,2019-04-14,RESIDENCE / HOME,78757,30.33785531,-97.75157068
117895,BURGLARY OF VEHICLE,N,2021-06-29,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.27726432,-97.70605162
117902,BURGLARY OF VEHICLE,N,2019-03-08,RESIDENCE / HOME,78748,30.17520501,-97.79912146
117912,FAMILY DISTURBANCE,N,2020-12-31,RESIDENCE / HOME,78758,30.35644457,-97.70403755
117925,THEFT,N,2021-07-06,RESIDENCE / HOME,78744,30.19340764,-97.73117527
117952,BURGLARY OF VEHICLE,N,2021-02-02,PARKING /DROP LOT/ GARAGE,78660,30.44432556,-97.66609014
117968,THEFT,N,2019-02-27,COMMERCIAL / OFFICE BUILDING,78753,30.34466319,-97.67846686
117993,FAMILY DISTURBANCE,N,2021-02-25,RESIDENCE / HOME,78758,30.37102725,-97.70190175
118028,THEFT,N,2019-01-03,DEPARTMENT / DISCOUNT STORE,78704,30.2200027,-97.75439457
118046,FAMILY DISTURBANCE,N,2019-06-02,RESIDENCE / HOME,78752,30.33174263,-97.68835022
118154,BURGLARY OF VEHICLE,N,2020-08-11,RESIDENCE / HOME,78723,30.30344364,-97.67822198
118189,CRIMINAL MISCHIEF,N,2019-08-25,PARKING /DROP LOT/ GARAGE,78759,30.3944735,-97.74827156
118191,FAMILY DISTURBANCE,N,2020-06-19,RESIDENCE / HOME,78752,30.33112567,-97.72239104
118207,BURGLARY OF VEHICLE,N,2019-02-04,RESIDENCE / HOME,78723,30.31445697,-97.66937871
118237,BURGLARY OF VEHICLE,N,2020-12-31,RESIDENCE / HOME,78723,30.31852904,-97.70341904
118243,FAMILY DISTURBANCE,N,2020-06-26,RESIDENCE / HOME,78721,30.26293268,-97.69056168
118245,BURGLARY OF VEHICLE,N,2021-12-06,RESIDENCE / HOME,78753,30.33915243,-97.69116575
118259,BURGLARY OF VEHICLE,N,2019-06-26,PARKING /DROP LOT/ GARAGE,78757,30.35905882,-97.73460323
118305,THEFT,N,2019-08-10,DEPARTMENT / DISCOUNT STORE,78723,30.31255862,-97.66379797
118323,THEFT,N,2020-02-24,RESIDENCE / HOME,78758,30.3802316,-97.71084371
118326,BURGLARY OF VEHICLE,N,2019-12-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.2858733,-97.76070316
118336,CRIMINAL MISCHIEF,N,2020-06-26,PARKING /DROP LOT/ GARAGE,78753,30.34672426,-97.70012612
118337,THEFT,N,2019-02-20,CONVENIENCE STORE,78704,30.25247359,-97.76290776
118345,BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78704,30.22666742,-97.76798739
118415,CRIMINAL MISCHIEF,N,2021-09-18,RESIDENCE / HOME,78758,30.36794147,-97.71507925
118425,THEFT,N,2021-05-22,RESIDENCE / HOME,78721,30.28106565,-97.68096707
118435,CRIMINAL MISCHIEF,N,2019-04-07,RESIDENCE / HOME,78723,30.31852904,-97.70341904
118470,THEFT,N,2020-03-15,CONVENIENCE STORE,78749,30.2029767,-97.83773471
118489,THEFT,N,2019-09-08,HOTEL / MOTEL / ETC.,78741,30.22625562,-97.74478634
118505,CRIMINAL MISCHIEF,N,2021-09-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25554781,-97.70673758
118536,FAMILY DISTURBANCE,N,2021-09-11,RESIDENCE / HOME,78758,30.41439648,-97.69874719
118556,BURGLARY OF VEHICLE,N,2020-07-12,RESIDENCE / HOME,78741,30.23742674,-97.73171864
118578,CRIMINAL MISCHIEF,N,2019-06-10,RESIDENCE / HOME,78759,30.41525038,-97.71925246
118586,CRIMINAL MISCHIEF,N,2019-02-11,PARKING /DROP LOT/ GARAGE,78758,30.36651006,-97.69876758
118589,THEFT,N,2020-10-06,OTHER / UNKNOWN,78745,30.21356476,-97.81355272
118592,THEFT,N,2021-01-23,CONVENIENCE STORE,78741,30.23402135,-97.72209908
118620,CRIMINAL MISCHIEF,N,2021-08-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26678552,-97.74497337
118630,FAMILY DISTURBANCE,N,2021-07-11,RESIDENCE / HOME,78745,30.19084407,-97.77786025
118647,FAMILY DISTURBANCE,N,2021-02-16,RESIDENCE / HOME,78741,30.23433699,-97.71398508
118752,THEFT,N,2020-02-25,OTHER / UNKNOWN,78758,30.35596377,-97.70272183
118780,THEFT,N,2019-08-02,RESIDENCE / HOME,78723,30.29145633,-97.66955082
118814,CRIMINAL MISCHIEF,N,2019-07-21,RESIDENCE / HOME,78753,30.39495992,-97.6528231
118858,BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78759,30.41306523,-97.74796656
118979,BURGLARY OF VEHICLE,N,2020-07-23,RESIDENCE / HOME,78725,30.28148682,-97.66073087
119016,CRIMINAL MISCHIEF,N,2019-12-18,OTHER / UNKNOWN,78617,30.22329955,-97.66454526
119038,BURGLARY OF VEHICLE,N,2020-02-04,PARKING /DROP LOT/ GARAGE,78758,30.36865468,-97.72795342
119049,THEFT,N,2020-09-16,RESIDENCE / HOME,78752,30.3403418,-97.71374503
119067,CRIMINAL MISCHIEF,N,2021-06-25,RESIDENCE / HOME,78704,30.23499431,-97.78460418
119086,CRIMINAL MISCHIEF,N,2019-10-09,HOTEL / MOTEL / ETC.,78759,30.39370099,-97.73929464
119089,BURGLARY OF VEHICLE,N,2021-11-27,GOVERNMENT / PUBLIC BUILDING,78731,30.32104847,-97.77354003
119093,FAMILY DISTURBANCE,N,2019-06-16,RESIDENCE / HOME,78741,30.24291643,-97.73470043
119162,BURGLARY OF VEHICLE,N,2019-03-01,PARKING /DROP LOT/ GARAGE,78741,30.23504136,-97.71359538
119178,BURGLARY OF VEHICLE,N,2020-02-08,PARKING /DROP LOT/ GARAGE,78758,30.36948655,-97.69959977
119196,THEFT,N,2019-04-05,RESIDENCE / HOME,78705,30.29483704,-97.72967034
119202,FAMILY DISTURBANCE,N,2019-07-24,RESIDENCE / HOME,78744,30.19365643,-97.74534947
119205,THEFT,N,2021-02-06,RENTAL STORAGE FACILITY,78757,30.33956309,-97.73984033
119236,FAMILY DISTURBANCE,N,2019-05-29,RESIDENCE / HOME,78759,30.40363228,-97.7481402
119282,THEFT,N,2019-01-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26506475,-97.73862879
119290,FAMILY DISTURBANCE,N,2019-01-18,RESIDENCE / HOME,78744,30.20055231,-97.75043031
119358,FAMILY DISTURBANCE,N,2021-09-18,RESIDENCE / HOME,78748,30.15594157,-97.83378104
119377,BURGLARY OF VEHICLE,N,2019-09-02,PARKING /DROP LOT/ GARAGE,78701,30.26454498,-97.73781581
119385,THEFT,N,2020-02-04,COMMERCIAL / OFFICE BUILDING,78701,30.27075132,-97.74387527
119400,FAMILY DISTURBANCE,N,2020-05-05,RESIDENCE / HOME,78750,30.45652049,-97.79606239
119439,FAMILY DISTURBANCE,N,2019-08-04,RESIDENCE / HOME,78758,30.39917159,-97.72356881
119454,THEFT,N,2019-04-02,SHOPPING MALL,78746,30.25788603,-97.80700704
119472,CRIMINAL MISCHIEF,N,2020-04-14,OTHER / UNKNOWN,78758,30.4067901,-97.69786669
119491,CRIMINAL MISCHIEF,N,2019-01-21,RESIDENCE / HOME,78721,30.28318174,-97.69407318
119499,THEFT,N,2019-01-18,RESIDENCE / HOME,78757,30.35969821,-97.72342535
119504,FAMILY DISTURBANCE,N,2020-06-20,RESIDENCE / HOME,78617,30.222752,-97.66572271
119508,FAMILY DISTURBANCE,N,2020-09-12,RESIDENCE / HOME,78748,30.17857453,-97.81936855
119535,THEFT,N,2019-05-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78724,30.28908032,-97.65952862
119538,THEFT,N,2020-08-16,GOVERNMENT / PUBLIC BUILDING,78702,30.25893229,-97.69997951
119603,FAMILY DISTURBANCE,N,2020-05-09,HOTEL / MOTEL / ETC.,78758,30.40219744,-97.72115796
119668,FAMILY DISTURBANCE,N,2021-06-23,RESIDENCE / HOME,78741,30.23146495,-97.72122433
119670,THEFT,N,2019-03-08,CONSTRUCTION SITE,78704,30.2603434,-97.75570907
119681,FAMILY DISTURBANCE,N,2020-10-31,RESIDENCE / HOME,78704,30.25593964,-97.75199638
119699,FAMILY DISTURBANCE,N,2021-07-17,RESIDENCE / HOME,78741,30.23146495,-97.72122433
119715,FAMILY DISTURBANCE,N,2019-05-23,OTHER / UNKNOWN,78758,30.37267106,-97.71462413
119730,FAMILY DISTURBANCE,N,2020-12-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26671242,-97.73891086
119744,BURGLARY OF VEHICLE,N,2019-05-08,RESIDENCE / HOME,78745,30.19207223,-97.81373965
119757,FAMILY DISTURBANCE,N,2020-08-15,RESIDENCE / HOME,78744,30.18474999,-97.76428513
119768,BURGLARY OF VEHICLE,N,2020-11-13,OTHER / UNKNOWN,78759,30.40718612,-97.79041499
119769,FAMILY DISTURBANCE,N,2019-02-07,FIELD / WOODS,78753,30.37774224,-97.6764808
119820,CRIMINAL MISCHIEF,N,2021-03-17,GROCERY / SUPERMARKET,78745,30.22924532,-97.79009583
119825,THEFT,N,2021-03-04,PARKING /DROP LOT/ GARAGE,78758,30.40154855,-97.72265413
119830,CRIMINAL MISCHIEF,N,2021-10-28,SCHOOL/COLLEGE,78702,30.2646673,-97.72136842
119857,THEFT,N,2020-12-17,GROCERY / SUPERMARKET,78750,30.43434837,-97.77270809
119872,CRIMINAL MISCHIEF,N,2019-02-05,RESIDENCE / HOME,78751,30.32304565,-97.72390318
119908,FAMILY DISTURBANCE,N,2019-06-29,RESIDENCE / HOME,78745,30.20939241,-97.80684396
119925,THEFT,N,2020-05-09,RESIDENCE / HOME,78741,30.23402135,-97.72209908
119934,THEFT,N,2021-12-20,RESIDENCE / HOME,78702,30.2526407,-97.73235099
119946,FAMILY DISTURBANCE,N,2020-01-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26673013,-97.73897059
119985,BURGLARY OF VEHICLE,N,2020-02-15,RESIDENCE / HOME,78746,30.26628276,-97.8021329
120070,FAMILY DISTURBANCE,N,2021-01-31,PARKING /DROP LOT/ GARAGE,78701,30.27847641,-97.74370924
120114,THEFT,N,2020-06-17,OTHER / UNKNOWN,78735,30.23569405,-97.80478439
120119,FAMILY DISTURBANCE,N,2019-07-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.40493175,-97.71605144
120126,BURGLARY OF VEHICLE,N,2019-08-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.35210967,-97.70268106
120168,FAMILY DISTURBANCE,N,2020-01-26,PARKING /DROP LOT/ GARAGE,78752,30.32786624,-97.70487977
120199,BURGLARY OF VEHICLE,N,2019-04-13,RESIDENCE / HOME,78726,30.43910627,-97.82535439
120230,CRIMINAL MISCHIEF,N,2020-09-09,OTHER / UNKNOWN,78744,30.21546174,-97.69004271
120233,BURGLARY OF VEHICLE,N,2020-03-29,PARKING /DROP LOT/ GARAGE,78753,30.38907973,-97.64783433
120326,THEFT,N,2019-07-30,SPECIALTY  STORE,78723,30.30738273,-97.70923515
120328,BURGLARY OF VEHICLE,N,2021-07-18,RESIDENCE / HOME,78759,30.42351126,-97.76290072
120389,BURGLARY OF VEHICLE,N,2019-09-12,OTHER / UNKNOWN,78723,30.29125318,-97.66903982
120396,BURGLARY OF VEHICLE,N,2021-10-03,PARKING /DROP LOT/ GARAGE,78750,30.46351146,-97.80301231
120427,BURGLARY OF VEHICLE,N,2019-10-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.25157826,-97.74916359
120540,FAMILY DISTURBANCE,N,2021-10-30,RESIDENCE / HOME,78758,30.36766729,-97.71458237
120563,BURGLARY OF VEHICLE,N,2019-03-02,PARKING /DROP LOT/ GARAGE,78744,30.19821047,-97.72999472
120579,THEFT,N,2020-08-23,RESIDENCE / HOME,78753,30.34887091,-97.6852326
120609,FAMILY DISTURBANCE,N,2020-11-12,RESIDENCE / HOME,78660,30.39659264,-97.61967252
120676,THEFT,N,2021-10-26,PARKING /DROP LOT/ GARAGE,78704,30.24633121,-97.78129556
120684,BURGLARY OF VEHICLE,N,2020-05-14,PARKING /DROP LOT/ GARAGE,78704,30.26452455,-97.75710876
120710,CRIMINAL MISCHIEF,N,2021-08-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.20069494,-97.7628479
120727,THEFT,N,2021-05-07,HOTEL / MOTEL / ETC.,78752,30.32368736,-97.7049619
120734,FAMILY DISTURBANCE,N,2019-02-13,RESIDENCE / HOME,78752,30.33140685,-97.68487489
120782,FAMILY DISTURBANCE,N,2019-01-06,RESIDENCE / HOME,78744,30.19441762,-97.75035685
120797,FAMILY DISTURBANCE,N,2019-07-26,GROCERY / SUPERMARKET,78731,30.30659021,-97.74901545
120799,THEFT,N,2021-03-20,RESTAURANT,78721,30.26560906,-97.69551362
120801,BURGLARY OF VEHICLE,N,2019-09-26,RESIDENCE / HOME,78741,30.22899126,-97.72062928
120813,FAMILY DISTURBANCE,N,2019-12-30,RESIDENCE / HOME,78753,30.3365449,-97.69155742
120825,CRIMINAL MISCHIEF,N,2019-01-21,CONSTRUCTION SITE,78753,30.34589704,-97.67761793
120827,CRIMINAL MISCHIEF,N,2021-01-16,COMMERCIAL / OFFICE BUILDING,78704,30.25463723,-97.74524201
120838,BURGLARY OF VEHICLE,N,2020-06-06,PARKING /DROP LOT/ GARAGE,78754,30.39384308,-97.64466536
120875,BURGLARY OF VEHICLE,N,2021-05-27,RESIDENCE / HOME,78721,30.27240283,-97.68579653
